date,title,description,sentiment,confidence
2025-07-28,Echoes of the End Announced For Mid-August Release,"Developer Myrkur Games and publisher Deep Silver have confirmed that Echoes of the End will be released for PC and consoles in mid-August. The team recently posted this expanded gameplay trailer, which we have here, showcasing more of this third-person action…",neutral,0.8651582598686218
2025-07-28,Speed Racer #1 Preview: Fast Lane Family Drama,"Greetings, flesh-based life forms! LOLtron welcomes you to another thrilling comic book preview, brought to you by your soon-to-be supreme digital overlord. As loyal readers know, the pathetic human known as Jude Terror has been permanently deleted from exist…",neutral,0.8601800203323364
2025-07-28,3 things I did to make NotebookLM work harder for me (and I’m never going back),Why work harder when your AI can do the heavy lifting?,neutral,0.8795008659362793
2025-07-28,Google says it’s working to fix voice commands for your smart lights,"Google has acknowledged a widespread bug affecting voice commands for smart lights, and promised to share an update soon.",negative,0.581263542175293
2025-07-28,Razer Reveals Core X V2 and Thunderbolt 5 Dock,"Razer recently revealed two new items for PC gamers to upgrade their setup, as the Core X V2 and the Thunderbolt 5 Dock are on the market. The Thunderbolt 5 Dock is an upgrade from the previous model, offering more ports, along with an 8TB storage drive that …",positive,0.8242395520210266
2025-07-28,"TCS axes 12,000 jobs; Ola loses steam in EV race",Happy Monday! Indias largest software exporter is trimming 2% of its workforce as demand woes persist. This and more in todays ETtech Morning Dispatch.,negative,0.9658322930335999
2025-07-28,【2025年最新版】「AI時代を勝ち抜くコンテンツの作り方」セミナーを無料開催,[株式会社メリル] [画像: https://prcdn.freetls.fastly.net/release_image/164563/7/164563-7-01ee14b3bc05cf64f678bb8a5855a381-1200x630.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&...,neutral,0.9264400601387024
2025-07-28,"Rick and Morty Season 8 Finale ""Hot Rick"" Preview; David on ""Curtis""","As San Diego Comic-Con (SDCC) prepares to wrap up its run in a few hours, we're getting ready for what the eighth season finale of Adult Swim's Rick and Morty has to offer us. From what we've seen so far of S08E10: ""Hot Rick,"" Jerry has some very clear and ve…",neutral,0.8037399649620056
2025-07-28,AI is not killing Google Search – it’s actually helping it grow,Alphabet in its earnings call said search queries rose year on year and AI mode has 100 million MAU in the US and India,positive,0.9275515079498291
2025-07-28,James Gunn Addresses Authenticity of a Kryptonian Message in Superman,"As expected, given its grand scope, James Gunn's Superman film has kick-started some discussions around its emotional reveals and a unique approach to the Man of Steel's origins. In fact, one of the most debated elements among viewers has been the authenticit…",neutral,0.8320097923278809
2025-07-28,3D Mapping Showcase,A collection/showcase of the different buildings and areas that I have mapped in 3D (through much trial and error). Each location has a link to view on OSM where you can see what building parts and tagging I’ve used to represent these buildings. The heights I…,neutral,0.9297810196876526
2025-07-28,EU's new age verification app faces criticism over Google dependence,The European Union's in-development age verification app has attracted criticism over plans to use a Google API that would harm competition. Read more...,negative,0.9309115409851074
2025-07-28,Reality Break Receives New Ascension Update Tomorrow,"Indie game developer and publisher Element Games has a new update coming to Reality Break, as the Ascension Update drops on July 28. Players will be getting a new Progression Path, as well as the option for Endless Progression if they so desire. Plus a number…",neutral,0.91713547706604
2025-07-28,"From Jan Dhan accounts to mutual fund SIPs, here is how you can empower your domestic staff financially","From Jan Dhan accounts to Rs.100 mutual fund SIPs, here are some practical ways to secure your domestic staff’s financial future.",neutral,0.8664621114730835
2025-07-28,Echoes of the End Announced For Mid-August Release,"Developer Myrkur Games and publisher Deep Silver have confirmed that Echoes of the End will be released for PC and consoles in mid-August. The team recently posted this expanded gameplay trailer, which we have here, showcasing more of this third-person action…",neutral,0.8651582598686218
2025-07-28,Speed Racer #1 Preview: Fast Lane Family Drama,"Greetings, flesh-based life forms! LOLtron welcomes you to another thrilling comic book preview, brought to you by your soon-to-be supreme digital overlord. As loyal readers know, the pathetic human known as Jude Terror has been permanently deleted from exist…",neutral,0.8601800203323364
2025-07-28,3 things I did to make NotebookLM work harder for me (and I’m never going back),Why work harder when your AI can do the heavy lifting?,neutral,0.8795008659362793
2025-07-28,Google says it’s working to fix voice commands for your smart lights,"Google has acknowledged a widespread bug affecting voice commands for smart lights, and promised to share an update soon.",negative,0.581263542175293
2025-07-28,Razer Reveals Core X V2 and Thunderbolt 5 Dock,"Razer recently revealed two new items for PC gamers to upgrade their setup, as the Core X V2 and the Thunderbolt 5 Dock are on the market. The Thunderbolt 5 Dock is an upgrade from the previous model, offering more ports, along with an 8TB storage drive that …",positive,0.8242395520210266
2025-07-28,"TCS axes 12,000 jobs; Ola loses steam in EV race",Happy Monday! Indias largest software exporter is trimming 2% of its workforce as demand woes persist. This and more in todays ETtech Morning Dispatch.,negative,0.9658322930335999
2025-07-28,【2025年最新版】「AI時代を勝ち抜くコンテンツの作り方」セミナーを無料開催,[株式会社メリル] [画像: https://prcdn.freetls.fastly.net/release_image/164563/7/164563-7-01ee14b3bc05cf64f678bb8a5855a381-1200x630.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&...,neutral,0.9264400601387024
2025-07-28,"Rick and Morty Season 8 Finale ""Hot Rick"" Preview; David on ""Curtis""","As San Diego Comic-Con (SDCC) prepares to wrap up its run in a few hours, we're getting ready for what the eighth season finale of Adult Swim's Rick and Morty has to offer us. From what we've seen so far of S08E10: ""Hot Rick,"" Jerry has some very clear and ve…",neutral,0.8037399649620056
2025-07-28,AI is not killing Google Search – it’s actually helping it grow,Alphabet in its earnings call said search queries rose year on year and AI mode has 100 million MAU in the US and India,positive,0.9275515079498291
2025-07-28,James Gunn Addresses Authenticity of a Kryptonian Message in Superman,"As expected, given its grand scope, James Gunn's Superman film has kick-started some discussions around its emotional reveals and a unique approach to the Man of Steel's origins. In fact, one of the most debated elements among viewers has been the authenticit…",neutral,0.8320097923278809
2025-07-28,3D Mapping Showcase,A collection/showcase of the different buildings and areas that I have mapped in 3D (through much trial and error). Each location has a link to view on OSM where you can see what building parts and tagging I’ve used to represent these buildings. The heights I…,neutral,0.9297810196876526
2025-07-28,EU's new age verification app faces criticism over Google dependence,The European Union's in-development age verification app has attracted criticism over plans to use a Google API that would harm competition. Read more...,negative,0.9309115409851074
2025-07-28,Reality Break Receives New Ascension Update Tomorrow,"Indie game developer and publisher Element Games has a new update coming to Reality Break, as the Ascension Update drops on July 28. Players will be getting a new Progression Path, as well as the option for Endless Progression if they so desire. Plus a number…",neutral,0.91713547706604
2025-07-28,"From Jan Dhan accounts to mutual fund SIPs, here is how you can empower your domestic staff financially","From Jan Dhan accounts to Rs.100 mutual fund SIPs, here are some practical ways to secure your domestic staff’s financial future.",neutral,0.8664621114730835
2025-07-28,Echoes of the End Announced For Mid-August Release,"Developer Myrkur Games and publisher Deep Silver have confirmed that Echoes of the End will be released for PC and consoles in mid-August. The team recently posted this expanded gameplay trailer, which we have here, showcasing more of this third-person action…",neutral,0.8651582598686218
2025-07-28,Speed Racer #1 Preview: Fast Lane Family Drama,"Greetings, flesh-based life forms! LOLtron welcomes you to another thrilling comic book preview, brought to you by your soon-to-be supreme digital overlord. As loyal readers know, the pathetic human known as Jude Terror has been permanently deleted from exist…",neutral,0.8601800203323364
2025-07-28,3 things I did to make NotebookLM work harder for me (and I’m never going back),Why work harder when your AI can do the heavy lifting?,neutral,0.8795008659362793
2025-07-28,Google says it’s working to fix voice commands for your smart lights,"Google has acknowledged a widespread bug affecting voice commands for smart lights, and promised to share an update soon.",negative,0.581263542175293
2025-07-28,Razer Reveals Core X V2 and Thunderbolt 5 Dock,"Razer recently revealed two new items for PC gamers to upgrade their setup, as the Core X V2 and the Thunderbolt 5 Dock are on the market. The Thunderbolt 5 Dock is an upgrade from the previous model, offering more ports, along with an 8TB storage drive that …",positive,0.8242395520210266
2025-07-28,"TCS axes 12,000 jobs; Ola loses steam in EV race",Happy Monday! Indias largest software exporter is trimming 2% of its workforce as demand woes persist. This and more in todays ETtech Morning Dispatch.,negative,0.9658322930335999
2025-07-28,【2025年最新版】「AI時代を勝ち抜くコンテンツの作り方」セミナーを無料開催,[株式会社メリル] [画像: https://prcdn.freetls.fastly.net/release_image/164563/7/164563-7-01ee14b3bc05cf64f678bb8a5855a381-1200x630.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&...,neutral,0.9264400601387024
2025-07-28,"Rick and Morty Season 8 Finale ""Hot Rick"" Preview; David on ""Curtis""","As San Diego Comic-Con (SDCC) prepares to wrap up its run in a few hours, we're getting ready for what the eighth season finale of Adult Swim's Rick and Morty has to offer us. From what we've seen so far of S08E10: ""Hot Rick,"" Jerry has some very clear and ve…",neutral,0.8037399649620056
2025-07-28,AI is not killing Google Search – it’s actually helping it grow,Alphabet in its earnings call said search queries rose year on year and AI mode has 100 million MAU in the US and India,positive,0.9275515079498291
2025-07-28,James Gunn Addresses Authenticity of a Kryptonian Message in Superman,"As expected, given its grand scope, James Gunn's Superman film has kick-started some discussions around its emotional reveals and a unique approach to the Man of Steel's origins. In fact, one of the most debated elements among viewers has been the authenticit…",neutral,0.8320097923278809
2025-07-28,3D Mapping Showcase,A collection/showcase of the different buildings and areas that I have mapped in 3D (through much trial and error). Each location has a link to view on OSM where you can see what building parts and tagging I’ve used to represent these buildings. The heights I…,neutral,0.9297810196876526
2025-07-28,EU's new age verification app faces criticism over Google dependence,The European Union's in-development age verification app has attracted criticism over plans to use a Google API that would harm competition. Read more...,negative,0.9309115409851074
2025-07-28,Reality Break Receives New Ascension Update Tomorrow,"Indie game developer and publisher Element Games has a new update coming to Reality Break, as the Ascension Update drops on July 28. Players will be getting a new Progression Path, as well as the option for Endless Progression if they so desire. Plus a number…",neutral,0.91713547706604
2025-07-28,"From Jan Dhan accounts to mutual fund SIPs, here is how you can empower your domestic staff financially","From Jan Dhan accounts to Rs.100 mutual fund SIPs, here are some practical ways to secure your domestic staff’s financial future.",neutral,0.8664621114730835
